Track,Alternate take,Catalog,Recorded,1st BN Release,Status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Night And Day,FALSE,Blue Note BLP 4189,1964,1966,ISSUED,Joe Henderson,McCoy Tyner,Bob Cranshaw,Elvin Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Barrio,FALSE,Blue Note BLP 4189,1964,1966,ISSUED,Joe Henderson,McCoy Tyner,Bob Cranshaw,Elvin Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fuchsia Swing Song,FALSE,Blue Note BLP 4184,1964,1965,ISSUED,Sam Rivers,Jaki Byard,Ron Carter,Anthony Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyclic Episode,FALSE,Blue Note BLP 4184,1964,1965,ISSUED,Sam Rivers,Jaki Byard,Ron Carter,Anthony Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luminous Monolith,FALSE,Blue Note BLP 4184,1964,1965,ISSUED,Sam Rivers,Jaki Byard,Ron Carter,Anthony Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luminous Monolith (alternate take),TRUE,Mosaic MR5-167,1964,1996,ISSUED,Sam Rivers,Jaki Byard,Ron Carter,Anthony Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ellipsis,FALSE,Blue Note BLP 4184,1964,1965,ISSUED,Sam Rivers,Jaki Byard,Ron Carter,Anthony Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Downstairs Blues Upstairs (alternate take 1),TRUE,Mosaic MR5-167,1964,1996,ISSUED,Sam Rivers,Jaki Byard,Ron Carter,Anthony Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Downstairs Blues Upstairs (alternate take 2),TRUE,Mosaic MR5-167,1964,1996,ISSUED,Sam Rivers,Jaki Byard,Ron Carter,Anthony Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Downstairs Blues Upstairs (alternate take 3),TRUE,Mosaic MR5-167,1964,1996,ISSUED,Sam Rivers,Jaki Byard,Ron Carter,Anthony Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Downstairs Blues Upstairs,FALSE,Blue Note BLP 4184,1964,1965,ISSUED,Sam Rivers,Jaki Byard,Ron Carter,Anthony Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beatrice,FALSE,Blue Note BLP 4184,1964,1965,ISSUED,Sam Rivers,Jaki Byard,Ron Carter,Anthony Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I'm Tryin' To Get Home,FALSE,Blue Note BLP 4188,1964,1965,ISSUED,Jimmy Owens,Ernie Royal,Clark Terry,Snooky Young,Donald Byrd,Jimmy Cleveland,Henry Coker,J.J. Johnson,Benny Powell,Jim Buffington,Bob Northern,Don Butterfield,Stanley Turrentine,Herbie Hancock,Freddie Roach,Grant Green,Bob Cranshaw,Grady Tate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March Children,FALSE,Blue Note BLP 4188,1964,1965,ISSUED,Jimmy Owens,Ernie Royal,Clark Terry,Snooky Young,Donald Byrd,Jimmy Cleveland,Henry Coker,J.J. Johnson,Benny Powell,Jim Buffington,Bob Northern,Don Butterfield,Stanley Turrentine,Herbie Hancock,Freddie Roach,Grant Green,Bob Cranshaw,Grady Tate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brother Isaac,FALSE,Blue Note 45-1916; BLP 4188,1964,1965,ISSUED,Jimmy Owens,Ernie Royal,Clark Terry,Snooky Young,Donald Byrd,Jimmy Cleveland,Henry Coker,J.J. Johnson,Benny Powell,Jim Buffington,Bob Northern,Don Butterfield,Stanley Turrentine,Herbie Hancock,Freddie Roach,Grant Green,Bob Cranshaw,Grady Tate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I've Longed And Searched For My Mother,FALSE,Blue Note 45-1916; BLP 4188,1964,1964,ISSUED,Joe Ferrante,Jimmy Owens,Ernie Royal,Snooky Young,Donald Byrd,Jimmy Cleveland,Henry Coker,J.J. Johnson,Benny Powell,Jim Buffington,Bob Northern,Don Butterfield,Herbie Hancock,Bob Cranshaw,Grady Tate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noah,FALSE,Blue Note BLP 4188,1964,1964,ISSUED,Joe Ferrante,Jimmy Owens,Ernie Royal,Snooky Young,Donald Byrd,Jimmy Cleveland,Henry Coker,J.J. Johnson,Benny Powell,Jim Buffington,Bob Northern,Don Butterfield,Herbie Hancock,Bob Cranshaw,Grady Tate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearly Gates,FALSE,Blue Note BLP 4188,1964,1964,ISSUED,Joe Ferrante,Jimmy Owens,Ernie Royal,Snooky Young,Donald Byrd,Jimmy Cleveland,Henry Coker,J.J. Johnson,Benny Powell,Jim Buffington,Bob Northern,Don Butterfield,Herbie Hancock,Bob Cranshaw,Grady Tate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Witch Hunt,FALSE,Blue Note BLP 4194,1964,1966,ISSUED,Freddie Hubbard,Wayne Shorter,Herbie Hancock,Ron Carter,Elvin Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wild Flower,FALSE,Blue Note BLP 4194,1964,1966,ISSUED,Freddie Hubbard,Wayne Shorter,Herbie Hancock,Ron Carter,Elvin Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speak No Evil,FALSE,Blue Note BLP 4194,1964,1966,ISSUED,Freddie Hubbard,Wayne Shorter,Herbie Hancock,Ron Carter,Elvin Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infant Eyes,FALSE,Blue Note BLP 4194,1964,1966,ISSUED,Wayne Shorter,Herbie Hancock,Ron Carter,Elvin Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fee-Fi-Fo-Fum,FALSE,Blue Note BLP 4194,1964,1966,ISSUED,Freddie Hubbard,Wayne Shorter,Herbie Hancock,Ron Carter,Elvin Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dance Cadaverous,FALSE,Blue Note BLP 4194,1964,1966,ISSUED,Freddie Hubbard,Wayne Shorter,Herbie Hancock,Ron Carter,Elvin Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dance Cadaverous (alternate take),TRUE,Blue Note 7243 4 99001 2 7,1964,1999,ISSUED,Freddie Hubbard,Wayne Shorter,Herbie Hancock,Ron Carter,Elvin Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
One For Five,FALSE,Blue Note 7243 5 21484 2 4,1965,1999,ISSUED,Freddie Hubbard,Charlie Rouse,McCoy Tyner,Bob Cranshaw,Billy Higgins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Sherri,FALSE,,1965,,REJECTED,Freddie Hubbard,Charlie Rouse,McCoy Tyner,Bob Cranshaw,Billy Higgins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Untitled Original,FALSE,,1965,,REJECTED,Freddie Hubbard,Charlie Rouse,McCoy Tyner,Bob Cranshaw,Billy Higgins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Untitled Minor Blues,FALSE,,1965,,REJECTED,Freddie Hubbard,Charlie Rouse,McCoy Tyner,Bob Cranshaw,Billy Higgins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I'm Glad There Is You,FALSE,,1965,,REJECTED,Freddie Hubbard,Charlie Rouse,McCoy Tyner,Bob Cranshaw,Billy Higgins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Right Now,FALSE,Blue Note BLP 4215,1965,1966,ISSUED,Jackie McLean,Larry Willis,Bob Cranshaw,Clifford Jarvis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Right Now (alternate take),TRUE,Blue Note CDP 7 84215 2,1965,1991,ISSUED,Jackie McLean,Larry Willis,Bob Cranshaw,Clifford Jarvis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poor Eric,FALSE,Blue Note BLP 4215,1965,1966,ISSUED,Jackie McLean,Larry Willis,Bob Cranshaw,Clifford Jarvis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christel's Time,FALSE,Blue Note BLP 4215,1965,1966,ISSUED,Jackie McLean,Larry Willis,Bob Cranshaw,Clifford Jarvis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eco,FALSE,Blue Note BLP 4215,1965,1966,ISSUED,Jackie McLean,Larry Willis,Bob Cranshaw,Clifford Jarvis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pat 'N Chat,FALSE,Blue Note BLP 4186,1965,1965,ISSUED,Freddie Hubbard,Hank Mobley,Barry Harris,Paul Chambers,Billy Higgins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Third Time Around,FALSE,Blue Note BST 84435,1965,1986,ISSUED,Freddie Hubbard,Hank Mobley,Barry Harris,Paul Chambers,Billy Higgins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hank's Waltz,FALSE,Blue Note BST 84435,1965,1986,ISSUED,Freddie Hubbard,Hank Mobley,Barry Harris,Paul Chambers,Billy Higgins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Turnaround,FALSE,Blue Note 45-1915; BLP 4186,1965,1965,ISSUED,Freddie Hubbard,Hank Mobley,Barry Harris,Paul Chambers,Billy Higgins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Straight Ahead (aka Kismet),FALSE,Blue Note BLP 4186,1965,1965,ISSUED,Freddie Hubbard,Hank Mobley,Barry Harris,Paul Chambers,Billy Higgins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
My Sin,FALSE,Blue Note BLP 4186,1965,1965,ISSUED,Freddie Hubbard,Hank Mobley,Barry Harris,Paul Chambers,Billy Higgins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Euterpe (Intuition),FALSE,Blue Note BN-LA459-H2; Mosaic MR10-161; Blue Note 0946 3 58297 2 3,1965,1975,ISSUED,Freddie Hubbard,Joe Henderson,Andrew Hill,Richard Davis,Joe Chambers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Euterpe (Intuition) (alternate take),TRUE,Mosaic MR10-161; Blue Note 0946 3 58297 2 3,1965,1995,ISSUED,Freddie Hubbard,Joe Henderson,Andrew Hill,Richard Davis,Joe Chambers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calliope (Deception),FALSE,Blue Note BN-LA459-H2; Mosaic MR10-161; Blue Note 0946 3 58297 2 3,1965,1975,ISSUED,Freddie Hubbard,Joe Henderson,Andrew Hill,Richard Davis,Joe Chambers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pax (Image Of Time),FALSE,Blue Note BN-LA459-H2; Mosaic MR10-161; Blue Note 0946 3 58297 2 3,1965,1975,ISSUED,Freddie Hubbard,Joe Henderson,Andrew Hill,Richard Davis,Joe Chambers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eris (Heritage),FALSE,Blue Note BN-LA459-H2; Mosaic MR10-161; Blue Note 0946 3 58297 2 3,1965,1975,ISSUED,Freddie Hubbard,Joe Henderson,Andrew Hill,Richard Davis,Joe Chambers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erato (Moon Chile),FALSE,Blue Note BN-LA459-H2; Mosaic MR10-161; Blue Note 0946 3 58297 2 3,1965,1975,ISSUED,Andrew Hill,Richard Davis,Joe Chambers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roots 'N' Herbs,FALSE,Mosaic MR10-161; Blue Note 0946 3 58297 2 3,1965,1995,ISSUED,Andrew Hill,Richard Davis,Joe Chambers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outer Forces,FALSE,,1965,,REJECTED,Freddie Hubbard,Kiane Zawadi,James Spaulding,Joe Henderson,Harold Mabern,Larry Ridley,Clifford Jarvis,Big Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soul Surge,FALSE,Blue Note BLP 4196,1965,1965,ISSUED,Freddie Hubbard,Kiane Zawadi,James Spaulding,Joe Henderson,Harold Mabern,Larry Ridley,Clifford Jarvis,Big Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cunga Black,FALSE,Blue Note BLP 4196,1965,1965,ISSUED,Freddie Hubbard,Kiane Zawadi,James Spaulding,Joe Henderson,Harold Mabern,Larry Ridley,Clifford Jarvis,Big Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Melting Pot,FALSE,Blue Note CDP 7 46545 2,1965,1987,ISSUED,Freddie Hubbard,Kiane Zawadi,James Spaulding,Joe Henderson,Harold Mabern,Larry Ridley,Clifford Jarvis,Big Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True Colors,FALSE,Blue Note CDP 7 46545 2,1965,1987,ISSUED,Freddie Hubbard,Kiane Zawadi,James Spaulding,Joe Henderson,Harold Mabern,Larry Ridley,Clifford Jarvis,Big Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jodo,FALSE,Blue Note BLP 4196; BN-LA356-H2,1965,1965,ISSUED,Freddie Hubbard,Kiane Zawadi,James Spaulding,Hank Mobley,McCoy Tyner,Bob Cranshaw,Pete La Roca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blue Spirits,FALSE,Blue Note BLP 4196,1965,1965,ISSUED,Freddie Hubbard,Kiane Zawadi,James Spaulding,Hank Mobley,McCoy Tyner,Bob Cranshaw,Pete La Roca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outer Forces,FALSE,Blue Note BLP 4196,1965,1965,ISSUED,Freddie Hubbard,Kiane Zawadi,James Spaulding,Hank Mobley,McCoy Tyner,Bob Cranshaw,Pete La Roca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angola (alternate take),TRUE,Blue Note CDP 7 84443 2,1965,1990,ISSUED,Freddie Hubbard,James Spaulding,Wayne Shorter,McCoy Tyner,Tony Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lost,FALSE,Blue Note (J) GXF-3054,1965,1980,ISSUED,Freddie Hubbard,James Spaulding,Wayne Shorter,McCoy Tyner,Tony Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valse Triste,FALSE,Blue Note (J) GXF-3054,1965,1980,ISSUED,Freddie Hubbard,James Spaulding,Wayne Shorter,McCoy Tyner,Tony Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Big Push,FALSE,Blue Note (J) GXF-3054,1965,1980,ISSUED,Freddie Hubbard,James Spaulding,Wayne Shorter,McCoy Tyner,Tony Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Soothsayer,FALSE,Blue Note (J) GXF-3054,1965,1980,ISSUED,Freddie Hubbard,James Spaulding,Wayne Shorter,McCoy Tyner,Tony Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lady Day,FALSE,Blue Note (J) GXF-3054,1965,1980,ISSUED,Freddie Hubbard,James Spaulding,Wayne Shorter,McCoy Tyner,Tony Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angola,FALSE,Blue Note (J) GXF-3054,1965,1980,ISSUED,Freddie Hubbard,James Spaulding,Wayne Shorter,McCoy Tyner,Tony Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
One To Twelve,FALSE,Blue Note BLP 4192,1965,1965,ISSUED,Blue Mitchell,Harold Vick,John Patton,Grant Green,Ben Dixon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Night Flight,FALSE,Blue Note BLP 4192,1965,1965,ISSUED,Blue Mitchell,Harold Vick,John Patton,Grant Green,Ben Dixon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oh Baby,FALSE,Blue Note BLP 4192,1965,1965,ISSUED,Blue Mitchell,Harold Vick,John Patton,Grant Green,Ben Dixon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Each Time,FALSE,Blue Note BLP 4192,1965,1965,ISSUED,Blue Mitchell,Harold Vick,John Patton,Grant Green,Ben Dixon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Good Juice,FALSE,Blue Note BLP 4192,1965,1965,ISSUED,Blue Mitchell,Harold Vick,John Patton,Grant Green,Ben Dixon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fat Judy,FALSE,Blue Note 45-1920; BLP 4192,1965,1965,ISSUED,Blue Mitchell,Harold Vick,John Patton,Grant Green,Ben Dixon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maiden Voyage,FALSE,,1965,,REJECTED,Freddie Hubbard,George Coleman,Herbie Hancock,Ron Carter,Stu Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dolphin Dance,FALSE,,1965,,REJECTED,Freddie Hubbard,George Coleman,Herbie Hancock,Ron Carter,Stu Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little One,FALSE,,1965,,REJECTED,Freddie Hubbard,George Coleman,Herbie Hancock,Ron Carter,Stu Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maiden Voyage,FALSE,Blue Note BLP 4195; BST 89907; BST2 84429; BN-LA399-H2; (J) NP-9020C,1965,1965,ISSUED,Freddie Hubbard,George Coleman,Herbie Hancock,Ron Carter,Anthony Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Eye Of The Hurricane,FALSE,Blue Note BLP 4195,1965,1965,ISSUED,Freddie Hubbard,George Coleman,Herbie Hancock,Ron Carter,Anthony Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dolphin Dance,FALSE,Blue Note BLP 4195,1965,1965,ISSUED,Freddie Hubbard,George Coleman,Herbie Hancock,Ron Carter,Anthony Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Survival Of The Fittest,FALSE,Blue Note BLP 4195,1965,1965,ISSUED,Freddie Hubbard,George Coleman,Herbie Hancock,Ron Carter,Anthony Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little One,FALSE,Blue Note BLP 4195,1965,1965,ISSUED,Freddie Hubbard,George Coleman,Herbie Hancock,Ron Carter,Anthony Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corcovado (aka Quiet Nights),FALSE,Blue Note 45-1919; BLP 4202,1965,1965,ISSUED,Hank Mobley,Larry Young,Grant Green,Elvin Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At Long Last Love,FALSE,Blue Note BLP 4202,1965,1966,ISSUED,Hank Mobley,Larry Young,Grant Green,Elvin Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speak Low,FALSE,Blue Note BLP 4202,1965,1966,ISSUED,Hank Mobley,Larry Young,Grant Green,Elvin Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Could Be The Start Of Something Big,FALSE,Blue Note BLP 4202,1965,1966,ISSUED,Larry Young,Grant Green,Elvin Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Want To Hold Your Hand,FALSE,Blue Note 45-1919; BLP 4202,1965,1965,ISSUED,Hank Mobley,Larry Young,Grant Green,Elvin Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stella By Starlight,FALSE,Blue Note BLP 4202,1965,1966,ISSUED,Hank Mobley,Larry Young,Grant Green,Elvin Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catta,FALSE,Blue Note BLP 4198,1965,1965,ISSUED,Freddie Hubbard,Sam Rivers,Bobby Hutcherson,Andrew Hill,Richard Davis,Joe Chambers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jasper,FALSE,Blue Note LT-996; CDP 7 46537 2,1965,1979,ISSUED,Freddie Hubbard,Sam Rivers,Bobby Hutcherson,Andrew Hill,Richard Davis,Joe Chambers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idle While,FALSE,Blue Note BLP 4198,1965,1965,ISSUED,Freddie Hubbard,Sam Rivers,Bobby Hutcherson,Andrew Hill,Richard Davis,Joe Chambers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghetto Lights,FALSE,Blue Note BLP 4198,1965,1965,ISSUED,Freddie Hubbard,Sam Rivers,Bobby Hutcherson,Andrew Hill,Richard Davis,Joe Chambers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Les Noirs Merchant,FALSE,Blue Note BLP 4198,1965,1965,ISSUED,Freddie Hubbard,Sam Rivers,Bobby Hutcherson,Andrew Hill,Richard Davis,Joe Chambers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dialogue,FALSE,Blue Note BLP 4198,1965,1965,ISSUED,Freddie Hubbard,Sam Rivers,Bobby Hutcherson,Andrew Hill,Richard Davis,Joe Chambers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venus Di Mildew,FALSE,Blue Note CDP 7 46428 2,1965,1987,ISSUED,Lee Morgan,Joe Henderson,Ronnie Mathews,Victor Sproles,Billy Higgins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desert Moonlight,FALSE,,1965,,REJECTED,Lee Morgan,Joe Henderson,Ronnie Mathews,Victor Sproles,Billy Higgins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jodo,FALSE,Blue Note BLP 4208,1965,1966,ISSUED,Freddie Hubbard,James Spaulding,Harold Mabern,Larry Ridley,Pete La Roca,Big Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Breaking Point,FALSE,Blue Note BLP 4208,1965,1966,ISSUED,Freddie Hubbard,Lee Morgan,James Spaulding,Harold Mabern,Larry Ridley,Pete La Roca,Big Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pensativa,FALSE,Blue Note BLP 4207,1965,1965,ISSUED,Lee Morgan,Freddie Hubbard,James Spaulding,Harold Mabern,Larry Ridley,Pete La Roca,Big Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walkin',FALSE,Blue Note BLP 4207,1965,1965,ISSUED,Lee Morgan,James Spaulding,Harold Mabern,Larry Ridley,Pete La Roca,Big Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
